Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
1517.0,0.0656,72.3472,0.0665,1921.7004,304.91,3.00
1518.0,0.0657,72.3681,0.0665,1921.9782,304.90,3.00
1519.0,0.0657,72.3890,0.0665,1922.2560,304.90,3.00
1520.0,0.0657,72.4099,0.0666,1922.5338,304.90,3.00
1521.0,0.0657,72.4308,0.0666,1922.8116,304.90,3.00
1522.0,0.0657,72.4517,0.0667,1923.0894,304.90,3.00
1523.0,0.0658,72.4726,0.0667,1923.3672,304.90,3.00
1524.0,0.0658,72.4936,0.0667,1923.6450,304.90,3.00
1525.0,0.0658,72.5145,0.0668,1923.9228,304.90,3.00
1526.0,0.0658,72.5354,0.0668,1924.2006,304.90,3.00
1527.0,0.0658,72.5563,0.0669,1924.4784,304.89,3.00
1528.0,0.0659,72.5772,0.0669,1924.7562,304.89,3.00
1529.0,0.0659,72.5982,0.0669,1925.0340,304.89,3.00
1530.0,0.0659,72.6191,0.0670,1925.3118,304.89,3.00
1531.0,0.0659,72.6400,0.0670,1925.5896,304.89,3.00
1532.0,0.0659,72.6610,0.0671,1925.8674,304.89,3.00
1533.0,0.0659,72.6819,0.0671,1926.1452,304.89,3.00
1534.0,0.0660,72.7029,0.0671,1926.4230,304.89,3.00
1535.0,0.0660,72.7238,0.0672,1926.7008,304.88,3.00
1536.0,0.0660,72.7448,0.0672,1926.9786,304.88,3.00
1537.0,0.0660,72.7657,0.0673,1927.2564,304.88,3.00
1538.0,0.0660,72.7867,0.0673,1927.5342,304.88,3.00
1539.0,0.0661,72.8076,0.0673,1927.8120,304.88,3.00
1540.0,0.0661,72.8286,0.0674,1928.0898,304.88,3.00
1541.0,0.0661,72.8496,0.0674,1928.3676,304.88,3.00
1542.0,0.0661,72.8705,0.0675,1928.6454,304.88,3.00
1543.0,0.0661,72.8915,0.0675,1928.9232,304.87,3.00
1544.0,0.0662,72.9125,0.0675,1929.2010,304.87,3.00
1545.0,0.0662,72.9335,0.0676,1929.4788,304.87,3.00
1546.0,0.0662,72.9544,0.0676,1929.7566,304.87,3.00
1547.0,0.0662,72.9754,0.0677,1930.0344,304.87,3.00
1548.0,0.0662,72.9964,0.0677,1930.3122,304.87,3.00
1549.0,0.0663,73.0174,0.0677,1930.5900,304.87,3.00
1550.0,0.0663,73.0384,0.0678,1930.8678,304.86,3.00
1551.0,0.0663,73.0594,0.0678,1931.1456,304.86,3.00
1552.0,0.0663,73.0804,0.0679,1931.4234,304.86,3.00
1553.0,0.0663,73.1014,0.0679,1931.7012,304.86,3.00
1554.0,0.0663,73.1224,0.0679,1931.9790,304.86,3.00
1555.0,0.0664,73.1434,0.0680,1932.2568,304.86,3.00
1556.0,0.0664,73.1644,0.0680,1932.5346,304.86,3.00
1557.0,0.0664,73.1854,0.0681,1932.8124,304.86,3.00
1558.0,0.0664,73.2065,0.0681,1933.0902,304.85,3.00
1559.0,0.0664,73.2275,0.0681,1933.3680,304.85,3.00
1560.0,0.0665,73.2485,0.0682,1933.6458,304.85,3.00
1561.0,0.0665,73.2695,0.0682,1933.9236,304.85,3.00
1562.0,0.0665,73.2906,0.0683,1934.2014,304.85,2.99
1563.0,0.0665,73.3116,0.0683,1934.4792,304.85,2.99
1564.0,0.0665,73.3326,0.0683,1934.7570,304.85,2.99
1565.0,0.0666,73.3537,0.0684,1935.0348,304.84,2.99
1566.0,0.0666,73.3747,0.0684,1935.3126,304.84,2.99
1567.0,0.0666,73.3957,0.0685,1935.5904,304.84,2.99
1568.0,0.0666,73.4168,0.0685,1935.8682,304.84,2.99
1569.0,0.0666,73.4378,0.0685,1936.1460,304.84,2.99
1570.0,0.0667,73.4589,0.0686,1936.4238,304.84,2.99
1571.0,0.0667,73.4800,0.0686,1936.7016,304.84,2.99
1572.0,0.0667,73.5010,0.0687,1936.9794,304.83,2.99
1573.0,0.0667,73.5221,0.0687,1937.2572,304.83,2.99
1574.0,0.0667,73.5431,0.0688,1937.5350,304.83,2.99
1575.0,0.0667,73.5642,0.0688,1937.8128,304.83,2.99
1576.0,0.0668,73.5853,0.0688,1938.0906,304.83,2.99
1577.0,0.0668,73.6064,0.0689,1938.3684,304.83,2.99
1578.0,0.0668,73.6274,0.0689,1938.6462,304.82,2.99
1579.0,0.0668,73.6485,0.0690,1938.9240,304.82,2.99
1580.0,0.0668,73.6696,0.0690,1939.2018,304.82,2.99
1581.0,0.0669,73.6907,0.0690,1939.4796,304.82,2.99
1582.0,0.0669,73.7118,0.0691,1939.7574,304.82,2.99
1583.0,0.0669,73.7329,0.0691,1940.0352,304.82,2.99
1584.0,0.0669,73.7540,0.0692,1940.3130,304.82,2.99
1585.0,0.0669,73.7751,0.0692,1940.5908,304.81,2.99
1586.0,0.0670,73.7962,0.0692,1940.8686,304.81,2.99
1587.0,0.0670,73.8173,0.0693,1941.1464,304.81,2.99
1588.0,0.0670,73.8384,0.0693,1941.4242,304.81,2.99
1589.0,0.0670,73.8595,0.0694,1941.7020,304.81,2.99
1590.0,0.0670,73.8806,0.0694,1941.9798,304.81,2.99
1591.0,0.0671,73.9017,0.0694,1942.2576,304.80,2.99
1592.0,0.0671,73.9228,0.0695,1942.5354,304.80,2.99
1593.0,0.0671,73.9440,0.0695,1942.8132,304.80,2.99
1594.0,0.0671,73.9651,0.0696,1943.0910,304.80,2.99
1595.0,0.0671,73.9862,0.0696,1943.3688,304.80,2.99
1596.0,0.0672,74.0073,0.0696,1943.6466,304.80,2.99
1597.0,0.0672,74.0285,0.0697,1943.9244,304.79,2.99
1598.0,0.0672,74.0496,0.0697,1944.2022,304.79,2.99
1599.0,0.0672,74.0708,0.0698,1944.4800,304.79,2.99
1600.0,0.0672,74.0919,0.0698,1944.7578,304.79,2.99
1601.0,0.0672,74.1131,0.0699,1945.0356,304.79,2.99
1602.0,0.0673,74.1342,0.0699,1945.3134,304.79,2.99
1603.0,0.0673,74.1554,0.0699,1945.5912,304.78,2.99
1604.0,0.0673,74.1765,0.0700,1945.8690,304.78,2.99
1605.0,0.0673,74.1977,0.0700,1946.1468,304.78,2.99
1606.0,0.0673,74.2188,0.0701,1946.4246,304.78,2.99
1607.0,0.0674,74.2400,0.0701,1946.7024,304.78,2.99
1608.0,0.0674,74.2612,0.0701,1946.9802,304.78,2.99
1609.0,0.0674,74.2823,0.0702,1947.2580,304.77,2.99
1610.0,0.0674,74.3035,0.0702,1947.5358,304.77,2.99
1611.0,0.0674,74.3247,0.0703,1947.8136,304.77,2.99
1612.0,0.0675,74.3459,0.0703,1948.0914,304.77,2.99
1613.0,0.0675,74.3670,0.0703,1948.3692,304.77,2.99
1614.0,0.0675,74.3882,0.0704,1948.6470,304.77,2.99
1615.0,0.0675,74.4094,0.0704,1948.9248,304.76,2.99
1616.0,0.0675,74.4306,0.0705,1949.2026,304.76,2.99
1617.0,0.0676,74.4518,0.0705,1949.4804,304.76,2.99
1618.0,0.0676,74.4730,0.0705,1949.7582,304.76,2.99
1619.0,0.0676,74.4942,0.0706,1950.0360,304.76,2.99
1620.0,0.0676,74.5154,0.0706,1950.3138,304.75,2.99
1621.0,0.0676,74.5366,0.0707,1950.5916,304.75,2.99
1622.0,0.0677,74.5578,0.0707,1950.8694,304.75,2.99
1623.0,0.0677,74.5790,0.0708,1951.1472,304.75,2.99
1624.0,0.0677,74.6003,0.0708,1951.4250,304.75,2.99
1625.0,0.0677,74.6215,0.0708,1951.7028,304.75,2.99
1626.0,0.0677,74.6427,0.0709,1951.9806,304.74,2.99
1627.0,0.0677,74.6639,0.0709,1952.2584,304.74,2.99
1628.0,0.0678,74.6852,0.0710,1952.5362,304.74,2.99
1629.0,0.0678,74.7064,0.0710,1952.8140,304.74,2.99
1630.0,0.0678,74.7276,0.0710,1953.0918,304.74,2.99
1631.0,0.0678,74.7489,0.0711,1953.3696,304.73,2.99
1632.0,0.0678,74.7701,0.0711,1953.6474,304.73,2.99
1633.0,0.0679,74.7913,0.0712,1953.9252,304.73,2.99
1634.0,0.0679,74.8126,0.0712,1954.2030,304.73,2.99
1635.0,0.0679,74.8338,0.0712,1954.4808,304.73,2.99
1636.0,0.0679,74.8551,0.0713,1954.7586,304.73,2.99
1637.0,0.0679,74.8763,0.0713,1955.0364,304.72,2.99
1638.0,0.0680,74.8976,0.0714,1955.3142,304.72,2.99
1639.0,0.0680,74.9189,0.0714,1955.5920,304.72,2.99
1640.0,0.0680,74.9401,0.0715,1955.8698,304.72,2.99
1641.0,0.0680,74.9614,0.0715,1956.1476,304.72,2.99
1642.0,0.0680,74.9827,0.0715,1956.4254,304.71,2.99
1643.0,0.0681,75.0039,0.0716,1956.7032,304.71,2.98
1644.0,0.0681,75.0252,0.0716,1956.9810,304.71,2.98
1645.0,0.0681,75.0465,0.0717,1957.2588,304.71,2.98
1646.0,0.0681,75.0678,0.0717,1957.5366,304.71,2.98
1647.0,0.0681,75.0891,0.0717,1957.8144,304.70,2.98
1648.0,0.0682,75.1104,0.0718,1958.0922,304.70,2.98
1649.0,0.0682,75.1316,0.0718,1958.3700,304.70,2.98
1650.0,0.0682,75.1529,0.0719,1958.6478,304.70,2.98
1651.0,0.0682,75.1742,0.0719,1958.9256,304.70,2.98
1652.0,0.0682,75.1955,0.0720,1959.2034,304.69,2.98
1653.0,0.0682,75.2168,0.0720,1959.4812,304.69,2.98
1654.0,0.0683,75.2382,0.0720,1959.7590,304.69,2.98
1655.0,0.0683,75.2595,0.0721,1960.0368,304.69,2.98
1656.0,0.0683,75.2808,0.0721,1960.3146,304.69,2.98
1657.0,0.0683,75.3021,0.0722,1960.5924,304.68,2.98
1658.0,0.0683,75.3234,0.0722,1960.8702,304.68,2.98
1659.0,0.0684,75.3447,0.0722,1961.1480,304.68,2.98
1660.0,0.0684,75.3661,0.0723,1961.4258,304.68,2.98
1661.0,0.0684,75.3874,0.0723,1961.7036,304.68,2.98
1662.0,0.0684,75.4087,0.0724,1961.9814,304.67,2.98
1663.0,0.0684,75.4300,0.0724,1962.2592,304.67,2.98
1664.0,0.0685,75.4514,0.0725,1962.5370,304.67,2.98
1665.0,0.0685,75.4727,0.0725,1962.8148,304.67,2.98
1666.0,0.0685,75.4941,0.0725,1963.0926,304.67,2.98
1667.0,0.0685,75.5154,0.0726,1963.3704,304.66,2.98
1668.0,0.0685,75.5368,0.0726,1963.6482,304.66,2.98
1669.0,0.0686,75.5581,0.0727,1963.9260,304.66,2.98
1670.0,0.0686,75.5795,0.0727,1964.2038,304.66,2.98
1671.0,0.0686,75.6008,0.0727,1964.4816,304.65,2.98
1672.0,0.0686,75.6222,0.0728,1964.7594,304.65,2.98
1673.0,0.0686,75.6436,0.0728,1965.0372,304.65,2.98
1674.0,0.0687,75.6649,0.0729,1965.3150,304.65,2.98
1675.0,0.0687,75.6863,0.0729,1965.5928,304.65,2.98
1676.0,0.0687,75.7077,0.0730,1965.8706,304.64,2.98
1677.0,0.0687,75.7290,0.0730,1966.1484,304.64,2.98
1678.0,0.0687,75.7504,0.0730,1966.4262,304.64,2.98
1679.0,0.0688,75.7718,0.0731,1966.7040,304.64,2.98
1680.0,0.0688,75.7932,0.0731,1966.9818,304.64,2.98
1681.0,0.0688,75.8146,0.0732,1967.2596,304.63,2.98
1682.0,0.0688,75.8360,0.0732,1967.5374,304.63,2.98
1683.0,0.0688,75.8574,0.0732,1967.8152,304.63,2.98
1684.0,0.0689,75.8788,0.0733,1968.0930,304.63,2.98
1685.0,0.0689,75.9002,0.0733,1968.3708,304.62,2.98
1686.0,0.0689,75.9216,0.0734,1968.6486,304.62,2.98
1687.0,0.0689,75.9430,0.0734,1968.9264,304.62,2.98
1688.0,0.0689,75.9644,0.0735,1969.2042,304.62,2.98
1689.0,0.0689,75.9858,0.0735,1969.4820,304.62,2.98
1690.0,0.0690,76.0072,0.0735,1969.7598,304.61,2.98
1691.0,0.0690,76.0286,0.0736,1970.0376,304.61,2.98
1692.0,0.0690,76.0500,0.0736,1970.3154,304.61,2.98
1693.0,0.0690,76.0715,0.0737,1970.5932,304.61,2.98
1694.0,0.0690,76.0929,0.0737,1970.8710,304.60,2.98
1695.0,0.0691,76.1143,0.0738,1971.1488,304.60,2.98
1696.0,0.0691,76.1358,0.0738,1971.4266,304.60,2.98
1697.0,0.0691,76.1572,0.0738,1971.7044,304.60,2.98
1698.0,0.0691,76.1786,0.0739,1971.9822,304.59,2.98
1699.0,0.0691,76.2001,0.0739,1972.2600,304.59,2.98
1700.0,0.0692,76.2215,0.0740,1972.5378,304.59,2.98
1701.0,0.0692,76.2430,0.0740,1972.8156,304.59,2.98
1702.0,0.0692,76.2644,0.0740,1973.0934,304.59,2.98
1703.0,0.0692,76.2859,0.0741,1973.3712,304.58,2.98
1704.0,0.0692,76.3073,0.0741,1973.6490,304.58,2.98
1705.0,0.0693,76.3288,0.0742,1973.9268,304.58,2.98
1706.0,0.0693,76.3503,0.0742,1974.2046,304.58,2.98
1707.0,0.0693,76.3717,0.0743,1974.4824,304.57,2.98
1708.0,0.0693,76.3932,0.0743,1974.7602,304.57,2.98
1709.0,0.0693,76.4147,0.0743,1975.0380,304.57,2.98
1710.0,0.0694,76.4361,0.0744,1975.3158,304.57,2.98
1711.0,0.0694,76.4576,0.0744,1975.5936,304.56,2.98
1712.0,0.0694,76.4791,0.0745,1975.8714,304.56,2.98
1713.0,0.0694,76.5006,0.0745,1976.1492,304.56,2.98
1714.0,0.0694,76.5221,0.0746,1976.4270,304.56,2.98
1715.0,0.0695,76.5436,0.0746,1976.7048,304.56,2.98
1716.0,0.0695,76.5651,0.0746,1976.9826,304.55,2.98
1717.0,0.0695,76.5866,0.0747,1977.2604,304.55,2.98
1718.0,0.0695,76.6081,0.0747,1977.5382,304.55,2.98
1719.0,0.0695,76.6296,0.0748,1977.8160,304.55,2.98
1720.0,0.0696,76.6511,0.0748,1978.0938,304.54,2.98
1721.0,0.0696,76.6726,0.0749,1978.3716,304.54,2.98
1722.0,0.0696,76.6941,0.0749,1978.6494,304.54,2.98
1723.0,0.0696,76.7156,0.0749,1978.9272,304.54,2.98
1724.0,0.0696,76.7371,0.0750,1979.2050,304.53,2.97
1725.0,0.0696,76.7586,0.0750,1979.4828,304.53,2.97
1726.0,0.0697,76.7802,0.0751,1979.7606,304.53,2.97
1727.0,0.0697,76.8017,0.0751,1980.0384,304.53,2.97
1728.0,0.0697,76.8232,0.0751,1980.3162,304.52,2.97
1729.0,0.0697,76.8447,0.0752,1980.5940,304.52,2.97
1730.0,0.0697,76.8663,0.0752,1980.8718,304.52,2.97
1731.0,0.0698,76.8878,0.0753,1981.1496,304.52,2.97
1732.0,0.0698,76.9094,0.0753,1981.4274,304.51,2.97
1733.0,0.0698,76.9309,0.0754,1981.7052,304.51,2.97
1734.0,0.0698,76.9525,0.0754,1981.9830,304.51,2.97
1735.0,0.0698,76.9740,0.0754,1982.2608,304.51,2.97
1736.0,0.0699,76.9956,0.0755,1982.5386,304.50,2.97
1737.0,0.0699,77.0171,0.0755,1982.8164,304.50,2.97
1738.0,0.0699,77.0387,0.0756,1983.0942,304.50,2.97
1739.0,0.0699,77.0602,0.0756,1983.3720,304.50,2.97
1740.0,0.0699,77.0818,0.0757,1983.6498,304.49,2.97
1741.0,0.0700,77.1034,0.0757,1983.9276,304.49,2.97
1742.0,0.0700,77.1249,0.0757,1984.2054,304.49,2.97
1743.0,0.0700,77.1465,0.0758,1984.4832,304.49,2.97
1744.0,0.0700,77.1681,0.0758,1984.7610,304.48,2.97
1745.0,0.0700,77.1897,0.0759,1985.0388,304.48,2.97
1746.0,0.0701,77.2113,0.0759,1985.3166,304.48,2.97
1747.0,0.0701,77.2329,0.0760,1985.5944,304.48,2.97
1748.0,0.0701,77.2544,0.0760,1985.8722,304.47,2.97
1749.0,0.0701,77.2760,0.0760,1986.1500,304.47,2.97
1750.0,0.0701,77.2976,0.0761,1986.4278,304.47,2.97
1751.0,0.0702,77.3192,0.0761,1986.7056,304.46,2.97
1752.0,0.0702,77.3408,0.0762,1986.9834,304.46,2.97
1753.0,0.0702,77.3624,0.0762,1987.2612,304.46,2.97
1754.0,0.0702,77.3840,0.0763,1987.5390,304.46,2.97
1755.0,0.0702,77.4057,0.0763,1987.8168,304.45,2.97
1756.0,0.0703,77.4273,0.0763,1988.0946,304.45,2.97
1757.0,0.0703,77.4489,0.0764,1988.3724,304.45,2.97
1758.0,0.0703,77.4705,0.0764,1988.6502,304.45,2.97
1759.0,0.0703,77.4921,0.0765,1988.9280,304.44,2.97
1760.0,0.0703,77.5138,0.0765,1989.2058,304.44,2.97
1761.0,0.0704,77.5354,0.0766,1989.4836,304.44,2.97
1762.0,0.0704,77.5570,0.0766,1989.7614,304.44,2.97
1763.0,0.0704,77.5787,0.0766,1990.0392,304.43,2.97
1764.0,0.0704,77.6003,0.0767,1990.3170,304.43,2.97
1765.0,0.0704,77.6219,0.0767,1990.5948,304.43,2.97
1766.0,0.0705,77.6436,0.0768,1990.8726,304.42,2.97
1767.0,0.0705,77.6652,0.0768,1991.1504,304.42,2.97
1768.0,0.0705,77.6869,0.0769,1991.4282,304.42,2.97
1769.0,0.0705,77.7085,0.0769,1991.7060,304.42,2.97
1770.0,0.0705,77.7302,0.0769,1991.9838,304.41,2.97
1771.0,0.0706,77.7518,0.0770,1992.2616,304.41,2.97
1772.0,0.0706,77.7735,0.0770,1992.5394,304.41,2.97
1773.0,0.0706,77.7952,0.0771,1992.8172,304.41,2.97
1774.0,0.0706,77.8168,0.0771,1993.0950,304.40,2.97
1775.0,0.0706,77.8385,0.0772,1993.3728,304.40,2.97
1776.0,0.0706,77.8602,0.0772,1993.6506,304.40,2.97
1777.0,0.0707,77.8819,0.0772,1993.9284,304.39,2.97
1778.0,0.0707,77.9035,0.0773,1994.2062,304.39,2.97
1779.0,0.0707,77.9252,0.0773,1994.4840,304.39,2.97
1780.0,0.0707,77.9469,0.0774,1994.7618,304.39,2.97
1781.0,0.0707,77.9686,0.0774,1995.0396,304.38,2.97
1782.0,0.0708,77.9903,0.0775,1995.3174,304.38,2.97
1783.0,0.0708,78.0120,0.0775,1995.5952,304.38,2.97
1784.0,0.0708,78.0337,0.0775,1995.8730,304.37,2.97
1785.0,0.0708,78.0554,0.0776,1996.1508,304.37,2.97
1786.0,0.0708,78.0771,0.0776,1996.4286,304.37,2.97
1787.0,0.0709,78.0988,0.0777,1996.7064,304.37,2.97
1788.0,0.0709,78.1205,0.0777,1996.9842,304.36,2.97
1789.0,0.0709,78.1422,0.0778,1997.2620,304.36,2.97
1790.0,0.0709,78.1639,0.0778,1997.5398,304.36,2.97
1791.0,0.0709,78.1857,0.0778,1997.8176,304.36,2.97
1792.0,0.0710,78.2074,0.0779,1998.0954,304.35,2.97
1793.0,0.0710,78.2291,0.0779,1998.3732,304.35,2.97
1794.0,0.0710,78.2508,0.0780,1998.6510,304.35,2.97
1795.0,0.0710,78.2726,0.0780,1998.9288,304.34,2.97
1796.0,0.0710,78.2943,0.0781,1999.2066,304.34,2.97
1797.0,0.0711,78.3161,0.0781,1999.4844,304.34,2.97
1798.0,0.0711,78.3378,0.0781,1999.7622,304.33,2.97
1799.0,0.0711,78.3595,0.0782,2000.0000,304.33,2.97
1800.0,0.0711,78.3813,0.0782,2000.0000,304.33,2.97
1801.0,0.0711,78.4030,0.0783,2000.0000,304.33,2.97
1802.0,0.0712,78.4248,0.0783,2000.0000,304.32,2.97
1803.0,0.0712,78.4466,0.0784,2000.0000,304.32,2.97
1804.0,0.0712,78.4683,0.0784,2000.0000,304.32,2.97
1805.0,0.0712,78.4901,0.0785,2000.0000,304.31,2.97
1806.0,0.0712,78.5119,0.0785,2000.0000,304.31,2.97
1807.0,0.0713,78.5337,0.0785,2000.0000,304.31,2.96
1808.0,0.0713,78.5555,0.0786,2000.0000,304.31,2.96
1809.0,0.0713,78.5773,0.0786,2000.0000,304.30,2.96
1810.0,0.0713,78.5991,0.0787,2000.0000,304.30,2.96
1811.0,0.0713,78.6209,0.0787,2000.0000,304.30,2.96
1812.0,0.0714,78.6427,0.0788,2000.0000,304.29,2.96
1813.0,0.0714,78.6645,0.0788,2000.0000,304.29,2.96
1814.0,0.0714,78.6864,0.0788,2000.0000,304.29,2.96
1815.0,0.0714,78.7082,0.0789,2000.0000,304.28,2.96
1816.0,0.0714,78.7301,0.0789,2000.0000,304.28,2.96
1817.0,0.0715,78.7519,0.0790,2000.0000,304.28,2.96
1818.0,0.0715,78.7738,0.0790,2000.0000,304.28,2.96
1819.0,0.0715,78.7956,0.0791,2000.0000,304.27,2.96
1820.0,0.0715,78.8175,0.0791,2000.0000,304.27,2.96
1821.0,0.0715,78.8394,0.0791,2000.0000,304.27,2.96
1822.0,0.0716,78.8613,0.0792,2000.0000,304.26,2.96
1823.0,0.0716,78.8831,0.0792,2000.0000,304.26,2.96
1824.0,0.0716,78.9050,0.0793,2000.0000,304.26,2.96
1825.0,0.0716,78.9269,0.0793,2000.0000,304.25,2.96
1826.0,0.0716,78.9488,0.0794,2000.0000,304.25,2.96
1827.0,0.0717,78.9707,0.0794,2000.0000,304.25,2.96
1828.0,0.0717,78.9927,0.0795,2000.0000,304.25,2.96
1829.0,0.0717,79.0146,0.0795,2000.0000,304.24,2.96
1830.0,0.0717,79.0365,0.0795,2000.0000,304.24,2.96
1831.0,0.0717,79.0584,0.0796,2000.0000,304.24,2.96
1832.0,0.0718,79.0804,0.0796,2000.0000,304.23,2.96
1833.0,0.0718,79.1023,0.0797,2000.0000,304.23,2.96
1834.0,0.0718,79.1243,0.0797,2000.0000,304.23,2.96
1835.0,0.0718,79.1463,0.0798,2000.0000,304.22,2.96
1836.0,0.0718,79.1682,0.0798,2000.0000,304.22,2.96
1837.0,0.0719,79.1902,0.0798,2000.0000,304.22,2.96
1838.0,0.0719,79.2122,0.0799,2000.0000,304.21,2.96
1839.0,0.0719,79.2342,0.0799,2000.0000,304.21,2.96
1840.0,0.0719,79.2561,0.0800,2000.0000,304.21,2.96
1841.0,0.0719,79.2781,0.0800,2000.0000,304.20,2.96
1842.0,0.0720,79.3001,0.0801,2000.0000,304.20,2.96
1843.0,0.0720,79.3221,0.0801,2000.0000,304.20,2.96
1844.0,0.0720,79.3442,0.0802,2000.0000,304.20,2.96
1845.0,0.0720,79.3662,0.0802,2000.0000,304.19,2.96
1846.0,0.0720,79.3882,0.0802,2000.0000,304.19,2.96
1847.0,0.0721,79.4102,0.0803,2000.0000,304.19,2.96
1848.0,0.0721,79.4323,0.0803,2000.0000,304.18,2.96
1849.0,0.0721,79.4543,0.0804,2000.0000,304.18,2.96
1850.0,0.0721,79.4764,0.0804,2000.0000,304.18,2.96
1851.0,0.0721,79.4984,0.0805,2000.0000,304.17,2.96
1852.0,0.0722,79.5205,0.0805,2000.0000,304.17,2.96
1853.0,0.0722,79.5426,0.0806,2000.0000,304.17,2.96
1854.0,0.0722,79.5646,0.0806,2000.0000,304.16,2.96
1855.0,0.0722,79.5867,0.0806,2000.0000,304.16,2.96
1856.0,0.0722,79.6088,0.0807,2000.0000,304.16,2.96
1857.0,0.0723,79.6309,0.0807,2000.0000,304.15,2.96
1858.0,0.0723,79.6530,0.0808,2000.0000,304.15,2.96
1859.0,0.0723,79.6751,0.0808,2000.0000,304.15,2.96
1860.0,0.0723,79.6972,0.0809,2000.0000,304.14,2.96
1861.0,0.0723,79.7193,0.0809,2000.0000,304.14,2.96
1862.0,0.0724,79.7415,0.0809,2000.0000,304.14,2.96
1863.0,0.0724,79.7636,0.0810,2000.0000,304.13,2.96
1864.0,0.0724,79.7857,0.0810,2000.0000,304.13,2.96
1865.0,0.0724,79.8079,0.0811,2000.0000,304.13,2.96
1866.0,0.0724,79.8300,0.0811,2000.0000,304.12,2.96
1867.0,0.0725,79.8522,0.0812,2000.0000,304.12,2.96
1868.0,0.0725,79.8743,0.0812,2000.0000,304.12,2.96
1869.0,0.0725,79.8965,0.0813,2000.0000,304.11,2.96
1870.0,0.0725,79.9187,0.0813,2000.0000,304.11,2.96
1871.0,0.0725,79.9409,0.0813,2000.0000,304.11,2.96
1872.0,0.0726,79.9631,0.0814,2000.0000,304.10,2.96
1873.0,0.0726,79.9852,0.0814,2000.0000,304.10,2.96
1874.0,0.0726,80.0074,0.0815,2000.0000,304.10,2.96
1875.0,0.0726,80.0296,0.0815,2000.0000,304.09,2.96
1876.0,0.0726,80.0519,0.0816,2000.0000,304.09,2.96
1877.0,0.0727,80.0741,0.0816,2000.0000,304.09,2.96
1878.0,0.0727,80.0963,0.0817,2000.0000,304.08,2.96
1879.0,0.0727,80.1185,0.0817,2000.0000,304.08,2.96
1880.0,0.0727,80.1408,0.0817,2000.0000,304.08,2.96
1881.0,0.0727,80.1630,0.0818,2000.0000,304.07,2.96
1882.0,0.0728,80.1853,0.0818,2000.0000,304.07,2.96
1883.0,0.0728,80.2075,0.0819,2000.0000,304.07,2.96
1884.0,0.0728,80.2298,0.0819,2000.0000,304.06,2.96
1885.0,0.0728,80.2520,0.0820,2000.0000,304.06,2.96
1886.0,0.0728,80.2743,0.0820,2000.0000,304.06,2.96
1887.0,0.0729,80.2966,0.0821,2000.0000,304.05,2.96
1888.0,0.0729,80.3189,0.0821,2000.0000,304.05,2.96
1889.0,0.0729,80.3412,0.0821,2000.0000,304.05,2.96
1890.0,0.0729,80.3635,0.0822,2000.0000,304.04,2.95
1891.0,0.0729,80.3858,0.0822,2000.0000,304.04,2.95
1892.0,0.0730,80.4081,0.0823,2000.0000,304.04,2.95
1893.0,0.0730,80.4304,0.0823,2000.0000,304.03,2.95
1894.0,0.0730,80.4527,0.0824,2000.0000,304.03,2.95
1895.0,0.0730,80.4750,0.0824,2000.0000,304.03,2.95
1896.0,0.0730,80.4974,0.0825,2000.0000,304.02,2.95
1897.0,0.0731,80.5197,0.0825,2000.0000,304.02,2.95
1898.0,0.0731,80.5421,0.0825,2000.0000,304.02,2.95
1899.0,0.0731,80.5644,0.0826,2000.0000,304.01,2.95
1900.0,0.0731,80.5868,0.0826,2000.0000,304.01,2.95
1901.0,0.0731,80.6091,0.0827,2000.0000,304.01,2.95
1902.0,0.0732,80.6315,0.0827,2000.0000,304.00,2.95
1903.0,0.0732,80.6539,0.0828,2000.0000,304.00,2.95
1904.0,0.0732,80.6763,0.0828,2000.0000,304.00,2.95
1905.0,0.0732,80.6987,0.0829,2000.0000,303.99,2.95
1906.0,0.0732,80.7211,0.0829,2000.0000,303.99,2.95
1907.0,0.0733,80.7435,0.0830,2000.0000,303.98,2.95
1908.0,0.0733,80.7659,0.0830,2000.0000,303.98,2.95
1909.0,0.0733,80.7883,0.0830,2000.0000,303.98,2.95
1910.0,0.0733,80.8107,0.0831,2000.0000,303.97,2.95
1911.0,0.0733,80.8331,0.0831,2000.0000,303.97,2.95
1912.0,0.0734,80.8556,0.0832,2000.0000,303.97,2.95
1913.0,0.0734,80.8780,0.0832,2000.0000,303.96,2.95
1914.0,0.0734,80.9005,0.0833,2000.0000,303.96,2.95
1915.0,0.0734,80.9229,0.0833,2000.0000,303.96,2.95
1916.0,0.0735,80.9454,0.0834,2000.0000,303.95,2.95
1917.0,0.0735,80.9678,0.0834,2000.0000,303.95,2.95
1918.0,0.0735,80.9903,0.0834,2000.0000,303.95,2.95
1919.0,0.0735,81.0128,0.0835,2000.0000,303.94,2.95
1920.0,0.0735,81.0353,0.0835,2000.0000,303.94,2.95
1921.0,0.0736,81.0577,0.0836,2000.0000,303.94,2.95
1922.0,0.0736,81.0802,0.0836,2000.0000,303.93,2.95
1923.0,0.0736,81.1027,0.0837,2000.0000,303.93,2.95
1924.0,0.0736,81.1253,0.0837,2000.0000,303.92,2.95
1925.0,0.0736,81.1478,0.0838,2000.0000,303.92,2.95
1926.0,0.0737,81.1703,0.0838,2000.0000,303.92,2.95
