Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
1871.0    ,0.5700      ,10.1876       ,0.0000      ,1020.0416   ,303.04      ,3.85  
1872.0    ,0.5703      ,10.1823       ,0.0000      ,1020.3194   ,303.04      ,3.85  
1873.0    ,0.5706      ,10.1771       ,0.0000      ,1020.5972   ,303.04      ,3.85  
1874.0    ,0.5709      ,10.1719       ,0.0000      ,1020.8750   ,303.04      ,3.85  
1875.0    ,0.5713      ,10.1667       ,0.0000      ,1021.1528   ,303.04      ,3.85  
1876.0    ,0.5716      ,10.1615       ,0.0000      ,1021.4306   ,303.05      ,3.85  
1877.0    ,0.5719      ,10.1563       ,0.0000      ,1021.7084   ,303.05      ,3.85  
1878.0    ,0.5722      ,10.1511       ,0.0000      ,1021.9862   ,303.05      ,3.85  
1879.0    ,0.5725      ,10.1459       ,0.0000      ,1022.2640   ,303.05      ,3.85  
1880.0    ,0.5728      ,10.1408       ,0.0000      ,1022.5418   ,303.05      ,3.85  
1881.0    ,0.5731      ,10.1356       ,0.0000      ,1022.8196   ,303.05      ,3.85  
1882.0    ,0.5734      ,10.1304       ,0.0000      ,1023.0974   ,303.05      ,3.85  
1883.0    ,0.5737      ,10.1252       ,0.0000      ,1023.3752   ,303.05      ,3.85  
1884.0    ,0.5741      ,10.1201       ,0.0000      ,1023.6530   ,303.06      ,3.85  
1885.0    ,0.5744      ,10.1149       ,0.0000      ,1023.9308   ,303.06      ,3.86  
1886.0    ,0.5747      ,10.1097       ,0.0000      ,1024.2086   ,303.06      ,3.86  
1887.0    ,0.5750      ,10.1046       ,0.0000      ,1024.4864   ,303.06      ,3.86  
1888.0    ,0.5753      ,10.0994       ,0.0000      ,1024.7642   ,303.06      ,3.86  
1889.0    ,0.5756      ,10.0943       ,0.0000      ,1025.0420   ,303.06      ,3.86  
1890.0    ,0.5759      ,10.0892       ,0.0000      ,1025.3198   ,303.06      ,3.86  
1891.0    ,0.5762      ,10.0840       ,0.0000      ,1025.5976   ,303.07      ,3.86  
1892.0    ,0.5765      ,10.0789       ,0.0000      ,1025.8754   ,303.07      ,3.86  
1893.0    ,0.5769      ,10.0738       ,0.0000      ,1026.1532   ,303.07      ,3.86  
1894.0    ,0.5772      ,10.0686       ,0.0000      ,1026.4310   ,303.07      ,3.86  
1895.0    ,0.5775      ,10.0635       ,0.0000      ,1026.7088   ,303.07      ,3.86  
1896.0    ,0.5778      ,10.0584       ,0.0000      ,1026.9866   ,303.07      ,3.86  
1897.0    ,0.5781      ,10.0533       ,0.0000      ,1027.2644   ,303.07      ,3.86  
1898.0    ,0.5784      ,10.0482       ,0.0000      ,1027.5422   ,303.08      ,3.86  
1899.0    ,0.5787      ,10.0431       ,0.0000      ,1027.8200   ,303.08      ,3.86  
1900.0    ,0.5790      ,10.0380       ,0.0000      ,1028.0978   ,303.08      ,3.86  
1901.0    ,0.5794      ,10.0329       ,0.0000      ,1028.3756   ,303.08      ,3.86  
1902.0    ,0.5797      ,10.0278       ,0.0000      ,1028.6534   ,303.08      ,3.86  
1903.0    ,0.5800      ,10.0227       ,0.0000      ,1028.9312   ,303.08      ,3.86  
1904.0    ,0.5803      ,10.0177       ,0.0000      ,1029.2090   ,303.08      ,3.86  
1905.0    ,0.5806      ,10.0126       ,0.0000      ,1029.4868   ,303.09      ,3.86  
1906.0    ,0.5809      ,10.0075       ,0.0000      ,1029.7646   ,303.09      ,3.86  
1907.0    ,0.5812      ,10.0025       ,0.0000      ,1030.0424   ,303.09      ,3.86  
1908.0    ,0.5816      ,9.9974        ,0.0000      ,1030.3202   ,303.09      ,3.86  
1909.0    ,0.5819      ,9.9923        ,0.0000      ,1030.5980   ,303.09      ,3.86  
1910.0    ,0.5822      ,9.9873        ,0.0000      ,1030.8758   ,303.09      ,3.86  
1911.0    ,0.5825      ,9.9822        ,0.0000      ,1031.1536   ,303.09      ,3.86  
1912.0    ,0.5828      ,9.9772        ,0.0000      ,1031.4314   ,303.09      ,3.86  
1913.0    ,0.5831      ,9.9721        ,0.0000      ,1031.7092   ,303.10      ,3.86  
1914.0    ,0.5834      ,9.9671        ,0.0000      ,1031.9870   ,303.10      ,3.86  
1915.0    ,0.5837      ,9.9621        ,0.0000      ,1032.2648   ,303.10      ,3.86  
1916.0    ,0.5841      ,9.9571        ,0.0000      ,1032.5426   ,303.10      ,3.86  
1917.0    ,0.5844      ,9.9520        ,0.0000      ,1032.8204   ,303.10      ,3.86  
1918.0    ,0.5847      ,9.9470        ,0.0000      ,1033.0982   ,303.10      ,3.86  
1919.0    ,0.5850      ,9.9420        ,0.0000      ,1033.3760   ,303.10      ,3.86  
1920.0    ,0.5853      ,9.9370        ,0.0000      ,1033.6538   ,303.11      ,3.86  
1921.0    ,0.5856      ,9.9320        ,0.0000      ,1033.9316   ,303.11      ,3.86  
1922.0    ,0.5860      ,9.9270        ,0.0000      ,1034.2094   ,303.11      ,3.86  
1923.0    ,0.5863      ,9.9220        ,0.0000      ,1034.4872   ,303.11      ,3.86  
1924.0    ,0.5866      ,9.9170        ,0.0000      ,1034.7650   ,303.11      ,3.86  
1925.0    ,0.5869      ,9.9120        ,0.0000      ,1035.0428   ,303.11      ,3.86  
1926.0    ,0.5872      ,9.9070        ,0.0000      ,1035.3206   ,303.11      ,3.86  
1927.0    ,0.5875      ,9.9020        ,0.0000      ,1035.5984   ,303.12      ,3.86  
1928.0    ,0.5878      ,9.8970        ,0.0000      ,1035.8762   ,303.12      ,3.86  
1929.0    ,0.5882      ,9.8921        ,0.0000      ,1036.1540   ,303.12      ,3.86  
1930.0    ,0.5885      ,9.8871        ,0.0000      ,1036.4318   ,303.12      ,3.86  
1931.0    ,0.5888      ,9.8821        ,0.0000      ,1036.7096   ,303.12      ,3.87  
1932.0    ,0.5891      ,9.8772        ,0.0000      ,1036.9874   ,303.12      ,3.87  
1933.0    ,0.5894      ,9.8722        ,0.0000      ,1037.2652   ,303.12      ,3.87  
1934.0    ,0.5897      ,9.8673        ,0.0000      ,1037.5430   ,303.12      ,3.87  
1935.0    ,0.5900      ,9.8623        ,0.0000      ,1037.8208   ,303.13      ,3.87  
1936.0    ,0.5904      ,9.8574        ,0.0000      ,1038.0986   ,303.13      ,3.87  
1937.0    ,0.5907      ,9.8524        ,0.0000      ,1038.3764   ,303.13      ,3.87  
1938.0    ,0.5910      ,9.8475        ,0.0000      ,1038.6542   ,303.13      ,3.87  
1939.0    ,0.5913      ,9.8426        ,0.0000      ,1038.9320   ,303.13      ,3.87  
1940.0    ,0.5916      ,9.8376        ,0.0000      ,1039.2098   ,303.13      ,3.87  
1941.0    ,0.5919      ,9.8327        ,0.0000      ,1039.4876   ,303.13      ,3.87  
1942.0    ,0.5923      ,9.8278        ,0.0000      ,1039.7654   ,303.14      ,3.87  
1943.0    ,0.5926      ,9.8229        ,0.0000      ,1040.0432   ,303.14      ,3.87  
1944.0    ,0.5929      ,9.8180        ,0.0000      ,1040.3210   ,303.14      ,3.87  
1945.0    ,0.5932      ,9.8131        ,0.0000      ,1040.5988   ,303.14      ,3.87  
1946.0    ,0.5935      ,9.8082        ,0.0000      ,1040.8766   ,303.14      ,3.87  
1947.0    ,0.5938      ,9.8033        ,0.0000      ,1041.1544   ,303.14      ,3.87  
1948.0    ,0.5942      ,9.7984        ,0.0000      ,1041.4322   ,303.14      ,3.87  
1949.0    ,0.5945      ,9.7935        ,0.0000      ,1041.7100   ,303.15      ,3.87  
1950.0    ,0.5948      ,9.7886        ,0.0000      ,1041.9878   ,303.15      ,3.87  
1951.0    ,0.5951      ,9.7837        ,0.0000      ,1042.2656   ,303.15      ,3.87  
1952.0    ,0.5954      ,9.7788        ,0.0000      ,1042.5434   ,303.15      ,3.87  
1953.0    ,0.5957      ,9.7740        ,0.0000      ,1042.8212   ,303.15      ,3.87  
1954.0    ,0.5961      ,9.7691        ,0.0000      ,1043.0990   ,303.15      ,3.87  
1955.0    ,0.5964      ,9.7642        ,0.0000      ,1043.3768   ,303.15      ,3.87  
1956.0    ,0.5967      ,9.7594        ,0.0000      ,1043.6546   ,303.15      ,3.87  
1957.0    ,0.5970      ,9.7545        ,0.0000      ,1043.9324   ,303.16      ,3.87  
1958.0    ,0.5973      ,9.7497        ,0.0000      ,1044.2102   ,303.16      ,3.87  
1959.0    ,0.5977      ,9.7448        ,0.0000      ,1044.4880   ,303.16      ,3.87  
1960.0    ,0.5980      ,9.7400        ,0.0000      ,1044.7658   ,303.16      ,3.87  
1961.0    ,0.5983      ,9.7351        ,0.0000      ,1045.0436   ,303.16      ,3.87  
1962.0    ,0.5986      ,9.7303        ,0.0000      ,1045.3214   ,303.16      ,3.87  
1963.0    ,0.5989      ,9.7255        ,0.0000      ,1045.5992   ,303.16      ,3.87  
1964.0    ,0.5992      ,9.7206        ,0.0000      ,1045.8770   ,303.17      ,3.87  
1965.0    ,0.5996      ,9.7158        ,0.0000      ,1046.1548   ,303.17      ,3.87  
1966.0    ,0.5999      ,9.7110        ,0.0000      ,1046.4326   ,303.17      ,3.87  
1967.0    ,0.6002      ,9.7062        ,0.0000      ,1046.7104   ,303.17      ,3.87  
1968.0    ,0.6005      ,9.7013        ,0.0000      ,1046.9882   ,303.17      ,3.87  
1969.0    ,0.6008      ,9.6965        ,0.0000      ,1047.2660   ,303.17      ,3.87  
1970.0    ,0.6012      ,9.6917        ,0.0000      ,1047.5438   ,303.17      ,3.87  
1971.0    ,0.6015      ,9.6869        ,0.0000      ,1047.8216   ,303.18      ,3.87  
1972.0    ,0.6018      ,9.6821        ,0.0000      ,1048.0994   ,303.18      ,3.87  
1973.0    ,0.6021      ,9.6773        ,0.0000      ,1048.3772   ,303.18      ,3.87  
1974.0    ,0.6024      ,9.6726        ,0.0000      ,1048.6550   ,303.18      ,3.87  
1975.0    ,0.6028      ,9.6678        ,0.0000      ,1048.9328   ,303.18      ,3.87  
1976.0    ,0.6031      ,9.6630        ,0.0000      ,1049.2106   ,303.18      ,3.87  
1977.0    ,0.6034      ,9.6582        ,0.0000      ,1049.4884   ,303.18      ,3.88  
1978.0    ,0.6037      ,9.6534        ,0.0000      ,1049.7662   ,303.18      ,3.88  
1979.0    ,0.6040      ,9.6487        ,0.0000      ,1050.0440   ,303.19      ,3.88  
1980.0    ,0.6043      ,9.6439        ,0.0000      ,1050.3218   ,303.19      ,3.88  
1981.0    ,0.6047      ,9.6391        ,0.0000      ,1050.5996   ,303.19      ,3.88  
1982.0    ,0.6050      ,9.6344        ,0.0000      ,1050.8774   ,303.19      ,3.88  
1983.0    ,0.6053      ,9.6296        ,0.0000      ,1051.1552   ,303.19      ,3.88  
1984.0    ,0.6056      ,9.6249        ,0.0000      ,1051.4330   ,303.19      ,3.88  
1985.0    ,0.6059      ,9.6201        ,0.0000      ,1051.7108   ,303.19      ,3.88  
1986.0    ,0.6063      ,9.6154        ,0.0000      ,1051.9886   ,303.20      ,3.88  
1987.0    ,0.6066      ,9.6107        ,0.0000      ,1052.2664   ,303.20      ,3.88  
1988.0    ,0.6069      ,9.6059        ,0.0000      ,1052.5442   ,303.20      ,3.88  
1989.0    ,0.6072      ,9.6012        ,0.0000      ,1052.8220   ,303.20      ,3.88  
1990.0    ,0.6075      ,9.5965        ,0.0000      ,1053.0998   ,303.20      ,3.88  
1991.0    ,0.6079      ,9.5917        ,0.0000      ,1053.3776   ,303.20      ,3.88  
1992.0    ,0.6082      ,9.5870        ,0.0000      ,1053.6554   ,303.20      ,3.88  
1993.0    ,0.6085      ,9.5823        ,0.0000      ,1053.9332   ,303.20      ,3.88  
1994.0    ,0.6088      ,9.5776        ,0.0000      ,1054.2110   ,303.21      ,3.88  
1995.0    ,0.6092      ,9.5729        ,0.0000      ,1054.4888   ,303.21      ,3.88  
1996.0    ,0.6095      ,9.5682        ,0.0000      ,1054.7666   ,303.21      ,3.88  
1997.0    ,0.6098      ,9.5635        ,0.0000      ,1055.0444   ,303.21      ,3.88  
1998.0    ,0.6101      ,9.5588        ,0.0000      ,1055.3222   ,303.21      ,3.88  
1999.0    ,0.6104      ,9.5541        ,0.0000      ,1055.6000   ,303.21      ,3.88  
2000.0    ,0.6108      ,9.5494        ,0.0000      ,1055.8778   ,303.21      ,3.88  
2001.0    ,0.6111      ,9.5447        ,0.0000      ,1056.1556   ,303.22      ,3.88  
2002.0    ,0.6114      ,9.5401        ,0.0000      ,1056.4334   ,303.22      ,3.88  
2003.0    ,0.6117      ,9.5354        ,0.0000      ,1056.7112   ,303.22      ,3.88  
2004.0    ,0.6120      ,9.5307        ,0.0000      ,1056.9890   ,303.22      ,3.88  
2005.0    ,0.6124      ,9.5260        ,0.0000      ,1057.2668   ,303.22      ,3.88  
2006.0    ,0.6127      ,9.5214        ,0.0000      ,1057.5446   ,303.22      ,3.88  
2007.0    ,0.6130      ,9.5167        ,0.0000      ,1057.8224   ,303.22      ,3.88  
2008.0    ,0.6133      ,9.5121        ,0.0000      ,1058.1002   ,303.22      ,3.88  
2009.0    ,0.6137      ,9.5074        ,0.0000      ,1058.3780   ,303.23      ,3.88  
2010.0    ,0.6140      ,9.5028        ,0.0000      ,1058.6558   ,303.23      ,3.88  
2011.0    ,0.6143      ,9.4981        ,0.0000      ,1058.9336   ,303.23      ,3.88  
2012.0    ,0.6146      ,9.4935        ,0.0000      ,1059.2114   ,303.23      ,3.88  
2013.0    ,0.6149      ,9.4888        ,0.0000      ,1059.4892   ,303.23      ,3.88  
2014.0    ,0.6153      ,9.4842        ,0.0000      ,1059.7670   ,303.23      ,3.88  
2015.0    ,0.6156      ,9.4796        ,0.0000      ,1060.0448   ,303.23      ,3.88  
2016.0    ,0.6159      ,9.4750        ,0.0000      ,1060.3226   ,303.24      ,3.88  
2017.0    ,0.6162      ,9.4703        ,0.0000      ,1060.6004   ,303.24      ,3.88  
2018.0    ,0.6166      ,9.4657        ,0.0000      ,1060.8782   ,303.24      ,3.88  
2019.0    ,0.6169      ,9.4611        ,0.0000      ,1061.1560   ,303.24      ,3.88  
2020.0    ,0.6172      ,9.4565        ,0.0000      ,1061.4338   ,303.24      ,3.88  
2021.0    ,0.6175      ,9.4519        ,0.0000      ,1061.7116   ,303.24      ,3.88  
2022.0    ,0.6178      ,9.4473        ,0.0000      ,1061.9894   ,303.24      ,3.88  
2023.0    ,0.6182      ,9.4427        ,0.0000      ,1062.2672   ,303.24      ,3.88  
2024.0    ,0.6185      ,9.4381        ,0.0000      ,1062.5450   ,303.25      ,3.89  
2025.0    ,0.6188      ,9.4335        ,0.0000      ,1062.8228   ,303.25      ,3.89  
2026.0    ,0.6191      ,9.4289        ,0.0000      ,1063.1006   ,303.25      ,3.89  
2027.0    ,0.6195      ,9.4243        ,0.0000      ,1063.3784   ,303.25      ,3.89  
2028.0    ,0.6198      ,9.4198        ,0.0000      ,1063.6562   ,303.25      ,3.89  
2029.0    ,0.6201      ,9.4152        ,0.0000      ,1063.9340   ,303.25      ,3.89  
2030.0    ,0.6204      ,9.4106        ,0.0000      ,1064.2118   ,303.25      ,3.89  
2031.0    ,0.6208      ,9.4060        ,0.0000      ,1064.4896   ,303.26      ,3.89  
2032.0    ,0.6211      ,9.4015        ,0.0000      ,1064.7674   ,303.26      ,3.89  
2033.0    ,0.6214      ,9.3969        ,0.0000      ,1065.0452   ,303.26      ,3.89  
2034.0    ,0.6217      ,9.3924        ,0.0000      ,1065.3230   ,303.26      ,3.89  
2035.0    ,0.6221      ,9.3878        ,0.0000      ,1065.6008   ,303.26      ,3.89  
2036.0    ,0.6224      ,9.3832        ,0.0000      ,1065.8786   ,303.26      ,3.89  
2037.0    ,0.6227      ,9.3787        ,0.0000      ,1066.1564   ,303.26      ,3.89  
2038.0    ,0.6230      ,9.3742        ,0.0000      ,1066.4342   ,303.26      ,3.89  
2039.0    ,0.6234      ,9.3696        ,0.0000      ,1066.7120   ,303.27      ,3.89  
2040.0    ,0.6237      ,9.3651        ,0.0000      ,1066.9898   ,303.27      ,3.89  
2041.0    ,0.6240      ,9.3606        ,0.0000      ,1067.2676   ,303.27      ,3.89  
2042.0    ,0.6243      ,9.3560        ,0.0000      ,1067.5454   ,303.27      ,3.89  
2043.0    ,0.6247      ,9.3515        ,0.0000      ,1067.8232   ,303.27      ,3.89  
2044.0    ,0.6250      ,9.3470        ,0.0000      ,1068.1010   ,303.27      ,3.89  
2045.0    ,0.6253      ,9.3425        ,0.0000      ,1068.3788   ,303.27      ,3.89  
2046.0    ,0.6256      ,9.3380        ,0.0000      ,1068.6566   ,303.28      ,3.89  
2047.0    ,0.6260      ,9.3334        ,0.0000      ,1068.9344   ,303.28      ,3.89  
2048.0    ,0.6263      ,9.3289        ,0.0000      ,1069.2122   ,303.28      ,3.89  
2049.0    ,0.6266      ,9.3244        ,0.0000      ,1069.4900   ,303.28      ,3.89  
2050.0    ,0.6269      ,9.3199        ,0.0000      ,1069.7678   ,303.28      ,3.89  
2051.0    ,0.6273      ,9.3154        ,0.0000      ,1070.0456   ,303.28      ,3.89  
2052.0    ,0.6276      ,9.3110        ,0.0000      ,1070.3234   ,303.28      ,3.89  
2053.0    ,0.6279      ,9.3065        ,0.0000      ,1070.6012   ,303.28      ,3.89  
2054.0    ,0.6282      ,9.3020        ,0.0000      ,1070.8790   ,303.29      ,3.89  
2055.0    ,0.6286      ,9.2975        ,0.0000      ,1071.1568   ,303.29      ,3.89  
2056.0    ,0.6289      ,9.2930        ,0.0000      ,1071.4346   ,303.29      ,3.89  
2057.0    ,0.6292      ,9.2886        ,0.0000      ,1071.7124   ,303.29      ,3.89  
2058.0    ,0.6295      ,9.2841        ,0.0000      ,1071.9902   ,303.29      ,3.89  
2059.0    ,0.6299      ,9.2796        ,0.0000      ,1072.2680   ,303.29      ,3.89  
2060.0    ,0.6302      ,9.2752        ,0.0000      ,1072.5458   ,303.29      ,3.89  
2061.0    ,0.6305      ,9.2707        ,0.0000      ,1072.8236   ,303.29      ,3.89  
2062.0    ,0.6308      ,9.2663        ,0.0000      ,1073.1014   ,303.30      ,3.89  
2063.0    ,0.6312      ,9.2618        ,0.0000      ,1073.3792   ,303.30      ,3.89  
2064.0    ,0.6315      ,9.2574        ,0.0000      ,1073.6570   ,303.30      ,3.89  
2065.0    ,0.6318      ,9.2529        ,0.0000      ,1073.9348   ,303.30      ,3.89  
2066.0    ,0.6321      ,9.2485        ,0.0000      ,1074.2126   ,303.30      ,3.89  
2067.0    ,0.6325      ,9.2440        ,0.0000      ,1074.4904   ,303.30      ,3.89  
2068.0    ,0.6328      ,9.2396        ,0.0000      ,1074.7682   ,303.30      ,3.89  
2069.0    ,0.6331      ,9.2352        ,0.0000      ,1075.0460   ,303.31      ,3.89  
2070.0    ,0.6335      ,9.2308        ,0.0000      ,1075.3238   ,303.31      ,3.89  
2071.0    ,0.6338      ,9.2263        ,0.0000      ,1075.6016   ,303.31      ,3.89  
2072.0    ,0.6341      ,9.2219        ,0.0000      ,1075.8794   ,303.31      ,3.90  
2073.0    ,0.6344      ,9.2175        ,0.0000      ,1076.1572   ,303.31      ,3.90  
2074.0    ,0.6348      ,9.2131        ,0.0000      ,1076.4350   ,303.31      ,3.90  
2075.0    ,0.6351      ,9.2087        ,0.0000      ,1076.7128   ,303.31      ,3.90  
2076.0    ,0.6354      ,9.2043        ,0.0000      ,1076.9906   ,303.31      ,3.90  
2077.0    ,0.6358      ,9.1999        ,0.0000      ,1077.2684   ,303.32      ,3.90  
2078.0    ,0.6361      ,9.1955        ,0.0000      ,1077.5462   ,303.32      ,3.90  
2079.0    ,0.6364      ,9.1911        ,0.0000      ,1077.8240   ,303.32      ,3.90  
2080.0    ,0.6367      ,9.1867        ,0.0000      ,1078.1018   ,303.32      ,3.90  
2081.0    ,0.6371      ,9.1823        ,0.0000      ,1078.3796   ,303.32      ,3.90  
2082.0    ,0.6374      ,9.1779        ,0.0000      ,1078.6574   ,303.32      ,3.90  
2083.0    ,0.6377      ,9.1736        ,0.0000      ,1078.9352   ,303.32      ,3.90  
2084.0    ,0.6380      ,9.1692        ,0.0000      ,1079.2130   ,303.32      ,3.90  
2085.0    ,0.6384      ,9.1648        ,0.0000      ,1079.4908   ,303.33      ,3.90  
2086.0    ,0.6387      ,9.1604        ,0.0000      ,1079.7686   ,303.33      ,3.90  
2087.0    ,0.6390      ,9.1561        ,0.0000      ,1080.0464   ,303.33      ,3.90  
2088.0    ,0.6394      ,9.1517        ,0.0000      ,1080.3242   ,303.33      ,3.90  
2089.0    ,0.6397      ,9.1474        ,0.0000      ,1080.6020   ,303.33      ,3.90  
2090.0    ,0.6400      ,9.1430        ,0.0000      ,1080.8798   ,303.33      ,3.90  
2091.0    ,0.6403      ,9.1387        ,0.0000      ,1081.1576   ,303.33      ,3.90  
2092.0    ,0.6407      ,9.1343        ,0.0000      ,1081.4354   ,303.34      ,3.90  
2093.0    ,0.6410      ,9.1300        ,0.0000      ,1081.7132   ,303.34      ,3.90  
2094.0    ,0.6413      ,9.1256        ,0.0000      ,1081.9910   ,303.34      ,3.90  
2095.0    ,0.6417      ,9.1213        ,0.0000      ,1082.2688   ,303.34      ,3.90  
2096.0    ,0.6420      ,9.1170        ,0.0000      ,1082.5466   ,303.34      ,3.90  
2097.0    ,0.6423      ,9.1126        ,0.0000      ,1082.8244   ,303.34      ,3.90  
2098.0    ,0.6427      ,9.1083        ,0.0000      ,1083.1022   ,303.34      ,3.90  
2099.0    ,0.6430      ,9.1040        ,0.0000      ,1083.3800   ,303.34      ,3.90  
2100.0    ,0.6433      ,9.0997        ,0.0000      ,1083.6578   ,303.35      ,3.90  
2101.0    ,0.6436      ,9.0954        ,0.0000      ,1083.9356   ,303.35      ,3.90  
2102.0    ,0.6440      ,9.0910        ,0.0000      ,1084.2134   ,303.35      ,3.90  
2103.0    ,0.6443      ,9.0867        ,0.0000      ,1084.4912   ,303.35      ,3.90  
2104.0    ,0.6446      ,9.0824        ,0.0000      ,1084.7690   ,303.35      ,3.90  
2105.0    ,0.6450      ,9.0781        ,0.0000      ,1085.0468   ,303.35      ,3.90  
2106.0    ,0.6453      ,9.0738        ,0.0000      ,1085.3246   ,303.35      ,3.90  
2107.0    ,0.6456      ,9.0695        ,0.0000      ,1085.6024   ,303.35      ,3.90  
2108.0    ,0.6460      ,9.0653        ,0.0000      ,1085.8802   ,303.36      ,3.90  
2109.0    ,0.6463      ,9.0610        ,0.0000      ,1086.1580   ,303.36      ,3.90  
2110.0    ,0.6466      ,9.0567        ,0.0000      ,1086.4358   ,303.36      ,3.90  
2111.0    ,0.6469      ,9.0524        ,0.0000      ,1086.7136   ,303.36      ,3.90  
2112.0    ,0.6473      ,9.0481        ,0.0000      ,1086.9914   ,303.36      ,3.90  
2113.0    ,0.6476      ,9.0439        ,0.0000      ,1087.2692   ,303.36      ,3.90  
2114.0    ,0.6479      ,9.0396        ,0.0000      ,1087.5470   ,303.36      ,3.90  
2115.0    ,0.6483      ,9.0353        ,0.0000      ,1087.8248   ,303.37      ,3.90  
2116.0    ,0.6486      ,9.0311        ,0.0000      ,1088.1026   ,303.37      ,3.90  
2117.0    ,0.6489      ,9.0268        ,0.0000      ,1088.3804   ,303.37      ,3.90  
2118.0    ,0.6493      ,9.0225        ,0.0000      ,1088.6582   ,303.37      ,3.90  
2119.0    ,0.6496      ,9.0183        ,0.0000      ,1088.9360   ,303.37      ,3.90  
2120.0    ,0.6499      ,9.0140        ,0.0000      ,1089.2138   ,303.37      ,3.91  
2121.0    ,0.6503      ,9.0098        ,0.0000      ,1089.4916   ,303.37      ,3.91  
2122.0    ,0.6506      ,9.0056        ,0.0000      ,1089.7694   ,303.37      ,3.91  
2123.0    ,0.6509      ,9.0013        ,0.0000      ,1090.0472   ,303.38      ,3.91  
2124.0    ,0.6513      ,8.9971        ,0.0000      ,1090.3250   ,303.38      ,3.91  
2125.0    ,0.6516      ,8.9929        ,0.0000      ,1090.6028   ,303.38      ,3.91  
2126.0    ,0.6519      ,8.9886        ,0.0000      ,1090.8806   ,303.38      ,3.91  
2127.0    ,0.6522      ,8.9844        ,0.0000      ,1091.1584   ,303.38      ,3.91  
2128.0    ,0.6526      ,8.9802        ,0.0000      ,1091.4362   ,303.38      ,3.91  
2129.0    ,0.6529      ,8.9760        ,0.0000      ,1091.7140   ,303.38      ,3.91  
2130.0    ,0.6532      ,8.9717        ,0.0000      ,1091.9918   ,303.38      ,3.91  
2131.0    ,0.6536      ,8.9675        ,0.0000      ,1092.2696   ,303.39      ,3.91  
2132.0    ,0.6539      ,8.9633        ,0.0000      ,1092.5474   ,303.39      ,3.91  
2133.0    ,0.6542      ,8.9591        ,0.0000      ,1092.8252   ,303.39      ,3.91  
2134.0    ,0.6546      ,8.9549        ,0.0000      ,1093.1030   ,303.39      ,3.91  
2135.0    ,0.6549      ,8.9507        ,0.0000      ,1093.3808   ,303.39      ,3.91  
2136.0    ,0.6552      ,8.9465        ,0.0000      ,1093.6586   ,303.39      ,3.91  
2137.0    ,0.6556      ,8.9423        ,0.0000      ,1093.9364   ,303.39      ,3.91  
2138.0    ,0.6559      ,8.9381        ,0.0000      ,1094.2142   ,303.39      ,3.91  
2139.0    ,0.6562      ,8.9340        ,0.0000      ,1094.4920   ,303.40      ,3.91  
2140.0    ,0.6566      ,8.9298        ,0.0000      ,1094.7698   ,303.40      ,3.91  
2141.0    ,0.6569      ,8.9256        ,0.0000      ,1095.0476   ,303.40      ,3.91  
2142.0    ,0.6572      ,8.9214        ,0.0000      ,1095.3254   ,303.40      ,3.91  
2143.0    ,0.6576      ,8.9173        ,0.0000      ,1095.6032   ,303.40      ,3.91  
2144.0    ,0.6579      ,8.9131        ,0.0000      ,1095.8810   ,303.40      ,3.91  
2145.0    ,0.6582      ,8.9089        ,0.0000      ,1096.1588   ,303.40      ,3.91  
2146.0    ,0.6586      ,8.9048        ,0.0000      ,1096.4366   ,303.40      ,3.91  
2147.0    ,0.6589      ,8.9006        ,0.0000      ,1096.7144   ,303.41      ,3.91  
2148.0    ,0.6592      ,8.8965        ,0.0000      ,1096.9922   ,303.41      ,3.91  
2149.0    ,0.6596      ,8.8923        ,0.0000      ,1097.2700   ,303.41      ,3.91  
2150.0    ,0.6599      ,8.8882        ,0.0000      ,1097.5478   ,303.41      ,3.91  
2151.0    ,0.6602      ,8.8840        ,0.0000      ,1097.8256   ,303.41      ,3.91  
2152.0    ,0.6606      ,8.8799        ,0.0000      ,1098.1034   ,303.41      ,3.91  
2153.0    ,0.6609      ,8.8757        ,0.0000      ,1098.3812   ,303.41      ,3.91  
2154.0    ,0.6612      ,8.8716        ,0.0000      ,1098.6590   ,303.42      ,3.91  
2155.0    ,0.6616      ,8.8675        ,0.0000      ,1098.9368   ,303.42      ,3.91  
2156.0    ,0.6619      ,8.8633        ,0.0000      ,1099.2146   ,303.42      ,3.91  
2157.0    ,0.6622      ,8.8592        ,0.0000      ,1099.4924   ,303.42      ,3.91  
2158.0    ,0.6626      ,8.8551        ,0.0000      ,1099.7702   ,303.42      ,3.91  
2159.0    ,0.6629      ,8.8510        ,0.0000      ,1100.0480   ,303.42      ,3.91  
2160.0    ,0.6633      ,8.8469        ,0.0000      ,1100.3258   ,303.42      ,3.91  
2161.0    ,0.6636      ,8.8428        ,0.0000      ,1100.6036   ,303.42      ,3.91  
2162.0    ,0.6639      ,8.8387        ,0.0000      ,1100.8814   ,303.43      ,3.91  
2163.0    ,0.6643      ,8.8345        ,0.0000      ,1101.1592   ,303.43      ,3.91  
2164.0    ,0.6646      ,8.8304        ,0.0000      ,1101.4370   ,303.43      ,3.91  
2165.0    ,0.6649      ,8.8263        ,0.0000      ,1101.7148   ,303.43      ,3.91  
2166.0    ,0.6653      ,8.8223        ,0.0000      ,1101.9926   ,303.43      ,3.91  
