Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
4425.0,0.3023,12.5026,0.0000,2000.0000,305.00,3.76
4426.0,0.3024,12.4992,0.0000,2000.0000,305.00,3.76
4427.0,0.3025,12.4958,0.0000,2000.0000,305.00,3.76
4428.0,0.3025,12.4924,0.0000,2000.0000,305.00,3.76
4429.0,0.3026,12.4891,0.0000,2000.0000,305.00,3.76
4430.0,0.3027,12.4857,0.0000,2000.0000,305.00,3.76
4431.0,0.3028,12.4823,0.0000,2000.0000,305.00,3.76
4432.0,0.3029,12.4789,0.0000,2000.0000,305.00,3.76
4433.0,0.3030,12.4755,0.0000,2000.0000,305.00,3.76
4434.0,0.3030,12.4722,0.0000,2000.0000,305.00,3.76
4435.0,0.3031,12.4688,0.0000,2000.0000,305.00,3.76
4436.0,0.3032,12.4654,0.0000,2000.0000,305.00,3.76
4437.0,0.3033,12.4621,0.0000,2000.0000,305.00,3.76
4438.0,0.3034,12.4587,0.0000,2000.0000,305.00,3.76
4439.0,0.3035,12.4553,0.0000,2000.0000,305.00,3.76
4440.0,0.3036,12.4519,0.0000,2000.0000,305.00,3.76
4441.0,0.3036,12.4486,0.0000,2000.0000,305.00,3.76
4442.0,0.3037,12.4452,0.0000,2000.0000,305.00,3.76
4443.0,0.3038,12.4418,0.0000,2000.0000,305.00,3.77
4444.0,0.3039,12.4385,0.0000,2000.0000,305.00,3.77
4445.0,0.3040,12.4351,0.0000,2000.0000,305.00,3.77
4446.0,0.3041,12.4317,0.0000,2000.0000,305.00,3.77
4447.0,0.3041,12.4284,0.0000,2000.0000,305.00,3.77
4448.0,0.3042,12.4250,0.0000,2000.0000,305.00,3.77
4449.0,0.3043,12.4216,0.0000,2000.0000,305.00,3.77
4450.0,0.3044,12.4183,0.0000,2000.0000,305.00,3.77
4451.0,0.3045,12.4149,0.0000,2000.0000,305.00,3.77
4452.0,0.3046,12.4116,0.0000,2000.0000,305.00,3.77
4453.0,0.3047,12.4082,0.0000,2000.0000,305.00,3.77
4454.0,0.3047,12.4049,0.0000,2000.0000,305.00,3.77
4455.0,0.3048,12.4015,0.0000,2000.0000,305.00,3.77
4456.0,0.3049,12.3981,0.0000,2000.0000,305.00,3.77
4457.0,0.3050,12.3948,0.0000,2000.0000,305.00,3.77
4458.0,0.3051,12.3914,0.0000,2000.0000,305.00,3.77
4459.0,0.3052,12.3881,0.0000,2000.0000,305.00,3.77
4460.0,0.3052,12.3847,0.0000,2000.0000,305.00,3.77
4461.0,0.3053,12.3814,0.0000,2000.0000,305.00,3.77
4462.0,0.3054,12.3780,0.0000,2000.0000,305.00,3.77
4463.0,0.3055,12.3747,0.0000,2000.0000,305.00,3.77
4464.0,0.3056,12.3713,0.0000,2000.0000,305.00,3.77
4465.0,0.3057,12.3680,0.0000,2000.0000,305.00,3.77
4466.0,0.3058,12.3646,0.0000,2000.0000,305.00,3.77
4467.0,0.3058,12.3613,0.0000,2000.0000,305.00,3.77
4468.0,0.3059,12.3580,0.0000,2000.0000,305.00,3.77
4469.0,0.3060,12.3546,0.0000,2000.0000,305.00,3.77
4470.0,0.3061,12.3513,0.0000,2000.0000,305.00,3.77
4471.0,0.3062,12.3479,0.0000,2000.0000,305.00,3.77
4472.0,0.3063,12.3446,0.0000,2000.0000,305.00,3.77
4473.0,0.3063,12.3413,0.0000,2000.0000,305.00,3.77
4474.0,0.3064,12.3379,0.0000,2000.0000,305.00,3.77
4475.0,0.3065,12.3346,0.0000,2000.0000,305.00,3.77
4476.0,0.3066,12.3312,0.0000,2000.0000,305.00,3.77
4477.0,0.3067,12.3279,0.0000,2000.0000,305.00,3.77
4478.0,0.3068,12.3246,0.0000,2000.0000,305.00,3.77
4479.0,0.3069,12.3212,0.0000,2000.0000,305.00,3.77
4480.0,0.3069,12.3179,0.0000,2000.0000,305.00,3.77
4481.0,0.3070,12.3146,0.0000,2000.0000,305.00,3.77
4482.0,0.3071,12.3112,0.0000,2000.0000,305.00,3.77
4483.0,0.3072,12.3079,0.0000,2000.0000,305.00,3.77
4484.0,0.3073,12.3046,0.0000,2000.0000,305.00,3.77
4485.0,0.3074,12.3013,0.0000,2000.0000,305.00,3.77
4486.0,0.3075,12.2979,0.0000,2000.0000,305.00,3.77
4487.0,0.3075,12.2946,0.0000,2000.0000,305.00,3.77
4488.0,0.3076,12.2913,0.0000,2000.0000,305.00,3.77
4489.0,0.3077,12.2880,0.0000,2000.0000,305.00,3.77
4490.0,0.3078,12.2846,0.0000,2000.0000,305.00,3.77
4491.0,0.3079,12.2813,0.0000,2000.0000,305.00,3.77
4492.0,0.3080,12.2780,0.0000,2000.0000,305.00,3.77
4493.0,0.3081,12.2747,0.0000,2000.0000,305.00,3.77
4494.0,0.3081,12.2714,0.0000,2000.0000,305.00,3.77
4495.0,0.3082,12.2680,0.0000,2000.0000,305.00,3.77
4496.0,0.3083,12.2647,0.0000,2000.0000,305.00,3.77
4497.0,0.3084,12.2614,0.0000,2000.0000,305.00,3.77
4498.0,0.3085,12.2581,0.0000,2000.0000,305.00,3.77
4499.0,0.3086,12.2548,0.0000,2000.0000,305.00,3.77
4500.0,0.3087,12.2515,0.0000,2000.0000,305.00,3.77
4501.0,0.3087,12.2482,0.0000,2000.0000,305.00,3.77
4502.0,0.3088,12.2448,0.0000,2000.0000,305.00,3.77
4503.0,0.3089,12.2415,0.0000,2000.0000,305.00,3.77
4504.0,0.3090,12.2382,0.0000,2000.0000,305.00,3.77
4505.0,0.3091,12.2349,0.0000,2000.0000,305.00,3.77
4506.0,0.3092,12.2316,0.0000,2000.0000,305.00,3.77
4507.0,0.3093,12.2283,0.0000,2000.0000,305.00,3.77
4508.0,0.3093,12.2250,0.0000,2000.0000,305.00,3.77
4509.0,0.3094,12.2217,0.0000,2000.0000,305.00,3.77
4510.0,0.3095,12.2184,0.0000,2000.0000,305.00,3.77
4511.0,0.3096,12.2151,0.0000,2000.0000,305.00,3.77
4512.0,0.3097,12.2118,0.0000,2000.0000,305.00,3.77
4513.0,0.3098,12.2085,0.0000,2000.0000,305.00,3.77
4514.0,0.3099,12.2052,0.0000,2000.0000,305.00,3.77
4515.0,0.3099,12.2019,0.0000,2000.0000,305.00,3.77
4516.0,0.3100,12.1986,0.0000,2000.0000,305.00,3.77
4517.0,0.3101,12.1953,0.0000,2000.0000,305.00,3.77
4518.0,0.3102,12.1920,0.0000,2000.0000,305.00,3.77
4519.0,0.3103,12.1887,0.0000,2000.0000,305.00,3.77
4520.0,0.3104,12.1854,0.0000,2000.0000,305.00,3.77
4521.0,0.3105,12.1821,0.0000,2000.0000,305.00,3.77
4522.0,0.3105,12.1788,0.0000,2000.0000,305.00,3.77
4523.0,0.3106,12.1755,0.0000,2000.0000,305.00,3.77
4524.0,0.3107,12.1722,0.0000,2000.0000,305.00,3.77
4525.0,0.3108,12.1689,0.0000,2000.0000,305.00,3.77
4526.0,0.3109,12.1657,0.0000,2000.0000,305.00,3.77
4527.0,0.3110,12.1624,0.0000,2000.0000,305.00,3.77
4528.0,0.3111,12.1591,0.0000,2000.0000,305.00,3.78
4529.0,0.3111,12.1558,0.0000,2000.0000,305.00,3.78
4530.0,0.3112,12.1525,0.0000,2000.0000,305.00,3.78
4531.0,0.3113,12.1492,0.0000,2000.0000,305.00,3.78
4532.0,0.3114,12.1459,0.0000,2000.0000,305.00,3.78
4533.0,0.3115,12.1427,0.0000,2000.0000,305.00,3.78
4534.0,0.3116,12.1394,0.0000,2000.0000,305.00,3.78
4535.0,0.3117,12.1361,0.0000,2000.0000,305.00,3.78
4536.0,0.3118,12.1328,0.0000,2000.0000,305.00,3.78
4537.0,0.3118,12.1295,0.0000,2000.0000,305.00,3.78
4538.0,0.3119,12.1263,0.0000,2000.0000,305.00,3.78
4539.0,0.3120,12.1230,0.0000,2000.0000,305.00,3.78
4540.0,0.3121,12.1197,0.0000,2000.0000,305.00,3.78
4541.0,0.3122,12.1164,0.0000,2000.0000,305.00,3.78
4542.0,0.3123,12.1132,0.0000,2000.0000,305.00,3.78
4543.0,0.3124,12.1099,0.0000,2000.0000,305.00,3.78
4544.0,0.3124,12.1066,0.0000,2000.0000,305.00,3.78
4545.0,0.3125,12.1033,0.0000,2000.0000,305.00,3.78
4546.0,0.3126,12.1001,0.0000,2000.0000,305.00,3.78
4547.0,0.3127,12.0968,0.0000,2000.0000,305.00,3.78
4548.0,0.3128,12.0935,0.0000,2000.0000,305.00,3.78
4549.0,0.3129,12.0903,0.0000,2000.0000,305.00,3.78
4550.0,0.3130,12.0870,0.0000,2000.0000,305.00,3.78
4551.0,0.3131,12.0837,0.0000,2000.0000,305.00,3.78
4552.0,0.3131,12.0805,0.0000,2000.0000,305.00,3.78
4553.0,0.3132,12.0772,0.0000,2000.0000,305.00,3.78
4554.0,0.3133,12.0739,0.0000,2000.0000,305.00,3.78
4555.0,0.3134,12.0707,0.0000,2000.0000,305.00,3.78
4556.0,0.3135,12.0674,0.0000,2000.0000,305.00,3.78
4557.0,0.3136,12.0642,0.0000,2000.0000,305.00,3.78
4558.0,0.3137,12.0609,0.0000,2000.0000,305.00,3.78
4559.0,0.3138,12.0576,0.0000,2000.0000,305.00,3.78
4560.0,0.3138,12.0544,0.0000,2000.0000,305.00,3.78
4561.0,0.3139,12.0511,0.0000,2000.0000,305.00,3.78
4562.0,0.3140,12.0479,0.0000,2000.0000,305.00,3.78
4563.0,0.3141,12.0446,0.0000,2000.0000,305.00,3.78
4564.0,0.3142,12.0414,0.0000,2000.0000,305.00,3.78
4565.0,0.3143,12.0381,0.0000,2000.0000,305.00,3.78
4566.0,0.3144,12.0349,0.0000,2000.0000,305.00,3.78
4567.0,0.3145,12.0316,0.0000,2000.0000,305.00,3.78
4568.0,0.3145,12.0284,0.0000,2000.0000,305.00,3.78
4569.0,0.3146,12.0251,0.0000,2000.0000,305.00,3.78
4570.0,0.3147,12.0219,0.0000,2000.0000,305.00,3.78
4571.0,0.3148,12.0186,0.0000,2000.0000,305.00,3.78
4572.0,0.3149,12.0154,0.0000,2000.0000,305.00,3.78
4573.0,0.3150,12.0121,0.0000,2000.0000,305.00,3.78
4574.0,0.3151,12.0089,0.0000,2000.0000,305.00,3.78
4575.0,0.3152,12.0057,0.0000,2000.0000,305.00,3.78
4576.0,0.3152,12.0024,0.0000,2000.0000,305.00,3.78
4577.0,0.3153,11.9992,0.0000,2000.0000,305.00,3.78
4578.0,0.3154,11.9959,0.0000,2000.0000,305.00,3.78
4579.0,0.3155,11.9927,0.0000,2000.0000,305.00,3.78
4580.0,0.3156,11.9895,0.0000,2000.0000,305.00,3.78
4581.0,0.3157,11.9862,0.0000,2000.0000,305.00,3.78
4582.0,0.3158,11.9830,0.0000,2000.0000,305.00,3.78
4583.0,0.3159,11.9797,0.0000,2000.0000,305.00,3.78
4584.0,0.3159,11.9765,0.0000,2000.0000,305.00,3.78
4585.0,0.3160,11.9733,0.0000,2000.0000,305.00,3.78
4586.0,0.3161,11.9700,0.0000,2000.0000,305.00,3.78
4587.0,0.3162,11.9668,0.0000,2000.0000,305.00,3.78
4588.0,0.3163,11.9636,0.0000,2000.0000,305.00,3.78
4589.0,0.3164,11.9603,0.0000,2000.0000,305.00,3.78
4590.0,0.3165,11.9571,0.0000,2000.0000,305.00,3.78
4591.0,0.3166,11.9539,0.0000,2000.0000,305.00,3.78
4592.0,0.3166,11.9507,0.0000,2000.0000,305.00,3.78
4593.0,0.3167,11.9474,0.0000,2000.0000,305.00,3.78
4594.0,0.3168,11.9442,0.0000,2000.0000,305.00,3.78
4595.0,0.3169,11.9410,0.0000,2000.0000,305.00,3.78
4596.0,0.3170,11.9378,0.0000,2000.0000,305.00,3.78
4597.0,0.3171,11.9345,0.0000,2000.0000,305.00,3.78
4598.0,0.3172,11.9313,0.0000,2000.0000,305.00,3.78
4599.0,0.3173,11.9281,0.0000,2000.0000,305.00,3.78
4600.0,0.3173,11.9249,0.0000,2000.0000,305.00,3.78
4601.0,0.3174,11.9217,0.0000,2000.0000,305.00,3.78
4602.0,0.3175,11.9184,0.0000,2000.0000,305.00,3.78
4603.0,0.3176,11.9152,0.0000,2000.0000,305.00,3.78
4604.0,0.3177,11.9120,0.0000,2000.0000,305.00,3.78
4605.0,0.3178,11.9088,0.0000,2000.0000,305.00,3.78
4606.0,0.3179,11.9056,0.0000,2000.0000,305.00,3.78
4607.0,0.3180,11.9024,0.0000,2000.0000,305.00,3.78
4608.0,0.3181,11.8992,0.0000,2000.0000,305.00,3.78
4609.0,0.3181,11.8959,0.0000,2000.0000,305.00,3.78
4610.0,0.3182,11.8927,0.0000,2000.0000,305.00,3.78
4611.0,0.3183,11.8895,0.0000,2000.0000,305.00,3.78
4612.0,0.3184,11.8863,0.0000,2000.0000,305.00,3.78
4613.0,0.3185,11.8831,0.0000,2000.0000,305.00,3.79
4614.0,0.3186,11.8799,0.0000,2000.0000,305.00,3.79
4615.0,0.3187,11.8767,0.0000,2000.0000,305.00,3.79
4616.0,0.3188,11.8735,0.0000,2000.0000,305.00,3.79
4617.0,0.3188,11.8703,0.0000,2000.0000,305.00,3.79
4618.0,0.3189,11.8671,0.0000,2000.0000,305.00,3.79
4619.0,0.3190,11.8639,0.0000,2000.0000,305.00,3.79
4620.0,0.3191,11.8607,0.0000,2000.0000,305.00,3.79
4621.0,0.3192,11.8575,0.0000,2000.0000,305.00,3.79
4622.0,0.3193,11.8543,0.0000,2000.0000,305.00,3.79
4623.0,0.3194,11.8511,0.0000,2000.0000,305.00,3.79
4624.0,0.3195,11.8479,0.0000,2000.0000,305.00,3.79
4625.0,0.3196,11.8447,0.0000,2000.0000,305.00,3.79
4626.0,0.3196,11.8415,0.0000,2000.0000,305.00,3.79
4627.0,0.3197,11.8383,0.0000,2000.0000,305.00,3.79
4628.0,0.3198,11.8351,0.0000,2000.0000,305.00,3.79
4629.0,0.3199,11.8319,0.0000,2000.0000,304.99,3.79
4630.0,0.3200,11.8287,0.0000,2000.0000,304.99,3.79
4631.0,0.3201,11.8255,0.0000,2000.0000,304.99,3.79
4632.0,0.3202,11.8223,0.0000,2000.0000,304.99,3.79
4633.0,0.3203,11.8191,0.0000,2000.0000,304.99,3.79
4634.0,0.3204,11.8159,0.0000,2000.0000,304.99,3.79
4635.0,0.3204,11.8128,0.0000,2000.0000,304.99,3.79
4636.0,0.3205,11.8096,0.0000,2000.0000,304.99,3.79
4637.0,0.3206,11.8064,0.0000,2000.0000,304.99,3.79
4638.0,0.3207,11.8032,0.0000,2000.0000,304.99,3.79
4639.0,0.3208,11.8000,0.0000,2000.0000,304.99,3.79
4640.0,0.3209,11.7968,0.0000,2000.0000,304.99,3.79
4641.0,0.3210,11.7937,0.0000,2000.0000,304.99,3.79
4642.0,0.3211,11.7905,0.0000,2000.0000,304.99,3.79
4643.0,0.3212,11.7873,0.0000,2000.0000,304.99,3.79
4644.0,0.3212,11.7841,0.0000,2000.0000,304.99,3.79
4645.0,0.3213,11.7809,0.0000,2000.0000,304.99,3.79
4646.0,0.3214,11.7778,0.0000,2000.0000,304.99,3.79
4647.0,0.3215,11.7746,0.0000,2000.0000,304.99,3.79
4648.0,0.3216,11.7714,0.0000,2000.0000,304.99,3.79
4649.0,0.3217,11.7682,0.0000,2000.0000,304.99,3.79
4650.0,0.3218,11.7651,0.0000,2000.0000,304.99,3.79
4651.0,0.3219,11.7619,0.0000,2000.0000,304.99,3.79
4652.0,0.3220,11.7587,0.0000,2000.0000,304.99,3.79
4653.0,0.3221,11.7555,0.0000,2000.0000,304.99,3.79
4654.0,0.3221,11.7524,0.0000,2000.0000,304.99,3.79
4655.0,0.3222,11.7492,0.0000,2000.0000,304.99,3.79
4656.0,0.3223,11.7460,0.0000,2000.0000,304.99,3.79
4657.0,0.3224,11.7429,0.0000,2000.0000,304.99,3.79
4658.0,0.3225,11.7397,0.0000,2000.0000,304.99,3.79
4659.0,0.3226,11.7365,0.0000,2000.0000,304.99,3.79
4660.0,0.3227,11.7334,0.0000,2000.0000,304.99,3.79
4661.0,0.3228,11.7302,0.0000,2000.0000,304.99,3.79
4662.0,0.3229,11.7270,0.0000,2000.0000,304.99,3.79
4663.0,0.3229,11.7239,0.0000,2000.0000,304.99,3.79
4664.0,0.3230,11.7207,0.0000,2000.0000,304.99,3.79
4665.0,0.3231,11.7175,0.0000,2000.0000,304.99,3.79
4666.0,0.3232,11.7144,0.0000,2000.0000,304.99,3.79
4667.0,0.3233,11.7112,0.0000,2000.0000,304.99,3.79
4668.0,0.3234,11.7081,0.0000,2000.0000,304.99,3.79
4669.0,0.3235,11.7049,0.0000,2000.0000,304.99,3.79
4670.0,0.3236,11.7018,0.0000,2000.0000,304.99,3.79
4671.0,0.3237,11.6986,0.0000,2000.0000,304.99,3.79
4672.0,0.3238,11.6955,0.0000,2000.0000,304.99,3.79
4673.0,0.3238,11.6923,0.0000,2000.0000,304.99,3.79
4674.0,0.3239,11.6891,0.0000,2000.0000,304.99,3.79
4675.0,0.3240,11.6860,0.0000,2000.0000,304.99,3.79
4676.0,0.3241,11.6828,0.0000,2000.0000,304.99,3.79
4677.0,0.3242,11.6797,0.0000,2000.0000,304.99,3.79
4678.0,0.3243,11.6765,0.0000,2000.0000,304.99,3.79
4679.0,0.3244,11.6734,0.0000,2000.0000,304.99,3.79
4680.0,0.3245,11.6702,0.0000,2000.0000,304.99,3.79
4681.0,0.3246,11.6671,0.0000,2000.0000,304.99,3.79
4682.0,0.3247,11.6640,0.0000,2000.0000,304.99,3.79
4683.0,0.3247,11.6608,0.0000,2000.0000,304.99,3.79
4684.0,0.3248,11.6577,0.0000,2000.0000,304.99,3.79
4685.0,0.3249,11.6545,0.0000,2000.0000,304.99,3.79
4686.0,0.3250,11.6514,0.0000,2000.0000,304.99,3.79
4687.0,0.3251,11.6482,0.0000,2000.0000,304.99,3.79
4688.0,0.3252,11.6451,0.0000,2000.0000,304.99,3.79
4689.0,0.3253,11.6420,0.0000,2000.0000,304.99,3.79
4690.0,0.3254,11.6388,0.0000,2000.0000,304.99,3.79
4691.0,0.3255,11.6357,0.0000,2000.0000,304.99,3.79
4692.0,0.3256,11.6326,0.0000,2000.0000,304.99,3.79
4693.0,0.3257,11.6294,0.0000,2000.0000,304.99,3.79
4694.0,0.3257,11.6263,0.0000,2000.0000,304.99,3.79
4695.0,0.3258,11.6232,0.0000,2000.0000,304.99,3.79
4696.0,0.3259,11.6200,0.0000,2000.0000,304.99,3.79
4697.0,0.3260,11.6169,0.0000,2000.0000,304.99,3.79
4698.0,0.3261,11.6138,0.0000,2000.0000,304.99,3.80
4699.0,0.3262,11.6106,0.0000,2000.0000,304.99,3.80
4700.0,0.3263,11.6075,0.0000,2000.0000,304.99,3.80
4701.0,0.3264,11.6044,0.0000,2000.0000,304.99,3.80
4702.0,0.3265,11.6012,0.0000,2000.0000,304.99,3.80
4703.0,0.3266,11.5981,0.0000,2000.0000,304.99,3.80
4704.0,0.3266,11.5950,0.0000,2000.0000,304.99,3.80
4705.0,0.3267,11.5919,0.0000,2000.0000,304.99,3.80
4706.0,0.3268,11.5887,0.0000,2000.0000,304.99,3.80
4707.0,0.3269,11.5856,0.0000,2000.0000,304.99,3.80
4708.0,0.3270,11.5825,0.0000,2000.0000,304.99,3.80
4709.0,0.3271,11.5794,0.0000,2000.0000,304.99,3.80
4710.0,0.3272,11.5763,0.0000,2000.0000,304.99,3.80
4711.0,0.3273,11.5731,0.0000,2000.0000,304.99,3.80
4712.0,0.3274,11.5700,0.0000,2000.0000,304.99,3.80
4713.0,0.3275,11.5669,0.0000,2000.0000,304.99,3.80
4714.0,0.3276,11.5638,0.0000,2000.0000,304.99,3.80
4715.0,0.3276,11.5607,0.0000,2000.0000,304.99,3.80
4716.0,0.3277,11.5576,0.0000,2000.0000,304.99,3.80
4717.0,0.3278,11.5544,0.0000,2000.0000,304.99,3.80
4718.0,0.3279,11.5513,0.0000,2000.0000,304.99,3.80
4719.0,0.3280,11.5482,0.0000,2000.0000,304.99,3.80
4720.0,0.3281,11.5451,0.0000,2000.0000,304.99,3.80
4721.0,0.3282,11.5420,0.0000,2000.0000,304.99,3.80
4722.0,0.3283,11.5389,0.0000,2000.0000,304.98,3.80
4723.0,0.3284,11.5358,0.0000,2000.0000,304.98,3.80
4724.0,0.3285,11.5327,0.0000,2000.0000,304.98,3.80
4725.0,0.3286,11.5296,0.0000,2000.0000,304.98,3.80
4726.0,0.3286,11.5265,0.0000,2000.0000,304.98,3.80
4727.0,0.3287,11.5234,0.0000,2000.0000,304.98,3.80
4728.0,0.3288,11.5202,0.0000,2000.0000,304.98,3.80
4729.0,0.3289,11.5171,0.0000,2000.0000,304.98,3.80
4730.0,0.3290,11.5140,0.0000,2000.0000,304.98,3.80
4731.0,0.3291,11.5109,0.0000,2000.0000,304.98,3.80
4732.0,0.3292,11.5078,0.0000,2000.0000,304.98,3.80
4733.0,0.3293,11.5047,0.0000,2000.0000,304.98,3.80
4734.0,0.3294,11.5016,0.0000,2000.0000,304.98,3.80
4735.0,0.3295,11.4985,0.0000,2000.0000,304.98,3.80
4736.0,0.3296,11.4954,0.0000,2000.0000,304.98,3.80
4737.0,0.3297,11.4924,0.0000,2000.0000,304.98,3.80
4738.0,0.3297,11.4893,0.0000,2000.0000,304.98,3.80
4739.0,0.3298,11.4862,0.0000,2000.0000,304.98,3.80
4740.0,0.3299,11.4831,0.0000,2000.0000,304.98,3.80
4741.0,0.3300,11.4800,0.0000,2000.0000,304.98,3.80
4742.0,0.3301,11.4769,0.0000,2000.0000,304.98,3.80
4743.0,0.3302,11.4738,0.0000,2000.0000,304.98,3.80
4744.0,0.3303,11.4707,0.0000,2000.0000,304.98,3.80
4745.0,0.3304,11.4676,0.0000,2000.0000,304.98,3.80
4746.0,0.3305,11.4645,0.0000,2000.0000,304.98,3.80
4747.0,0.3306,11.4614,0.0000,2000.0000,304.98,3.80
4748.0,0.3307,11.4584,0.0000,2000.0000,304.98,3.80
4749.0,0.3308,11.4553,0.0000,2000.0000,304.98,3.80
4750.0,0.3308,11.4522,0.0000,2000.0000,304.98,3.80
4751.0,0.3309,11.4491,0.0000,2000.0000,304.98,3.80
4752.0,0.3310,11.4460,0.0000,2000.0000,304.98,3.80
4753.0,0.3311,11.4429,0.0000,2000.0000,304.98,3.80
4754.0,0.3312,11.4399,0.0000,2000.0000,304.98,3.80
4755.0,0.3313,11.4368,0.0000,2000.0000,304.98,3.80
4756.0,0.3314,11.4337,0.0000,2000.0000,304.98,3.80
4757.0,0.3315,11.4306,0.0000,2000.0000,304.98,3.80
4758.0,0.3316,11.4275,0.0000,2000.0000,304.98,3.80
4759.0,0.3317,11.4245,0.0000,2000.0000,304.98,3.80
4760.0,0.3318,11.4214,0.0000,2000.0000,304.98,3.80
4761.0,0.3319,11.4183,0.0000,2000.0000,304.98,3.80
4762.0,0.3320,11.4152,0.0000,2000.0000,304.98,3.80
4763.0,0.3320,11.4122,0.0000,2000.0000,304.98,3.80
4764.0,0.3321,11.4091,0.0000,2000.0000,304.98,3.80
4765.0,0.3322,11.4060,0.0000,2000.0000,304.98,3.80
4766.0,0.3323,11.4030,0.0000,2000.0000,304.98,3.80
4767.0,0.3324,11.3999,0.0000,2000.0000,304.98,3.80
4768.0,0.3325,11.3968,0.0000,2000.0000,304.98,3.80
4769.0,0.3326,11.3937,0.0000,2000.0000,304.98,3.80
4770.0,0.3327,11.3907,0.0000,2000.0000,304.98,3.80
4771.0,0.3328,11.3876,0.0000,2000.0000,304.98,3.80
4772.0,0.3329,11.3845,0.0000,2000.0000,304.98,3.80
4773.0,0.3330,11.3815,0.0000,2000.0000,304.98,3.80
4774.0,0.3331,11.3784,0.0000,2000.0000,304.98,3.80
4775.0,0.3332,11.3754,0.0000,2000.0000,304.98,3.80
4776.0,0.3332,11.3723,0.0000,2000.0000,304.98,3.80
4777.0,0.3333,11.3692,0.0000,2000.0000,304.98,3.80
4778.0,0.3334,11.3662,0.0000,2000.0000,304.98,3.80
4779.0,0.3335,11.3631,0.0000,2000.0000,304.98,3.80
4780.0,0.3336,11.3601,0.0000,2000.0000,304.98,3.80
4781.0,0.3337,11.3570,0.0000,2000.0000,304.98,3.80
4782.0,0.3338,11.3539,0.0000,2000.0000,304.98,3.80
4783.0,0.3339,11.3509,0.0000,2000.0000,304.98,3.80
4784.0,0.3340,11.3478,0.0000,2000.0000,304.98,3.81
4785.0,0.3341,11.3448,0.0000,2000.0000,304.98,3.81
4786.0,0.3342,11.3417,0.0000,2000.0000,304.98,3.81
4787.0,0.3343,11.3387,0.0000,2000.0000,304.97,3.81
4788.0,0.3344,11.3356,0.0000,2000.0000,304.97,3.81
4789.0,0.3345,11.3326,0.0000,2000.0000,304.97,3.81
4790.0,0.3345,11.3295,0.0000,2000.0000,304.97,3.81
4791.0,0.3346,11.3265,0.0000,2000.0000,304.97,3.81
4792.0,0.3347,11.3234,0.0000,2000.0000,304.97,3.81
4793.0,0.3348,11.3204,0.0000,2000.0000,304.97,3.81
4794.0,0.3349,11.3173,0.0000,2000.0000,304.97,3.81
4795.0,0.3350,11.3143,0.0000,2000.0000,304.97,3.81
4796.0,0.3351,11.3112,0.0000,2000.0000,304.97,3.81
4797.0,0.3352,11.3082,0.0000,2000.0000,304.97,3.81
4798.0,0.3353,11.3052,0.0000,2000.0000,304.97,3.81
4799.0,0.3354,11.3021,0.0000,2000.0000,304.97,3.81
4800.0,0.3355,11.2991,0.0000,2000.0000,304.97,3.81
4801.0,0.3356,11.2960,0.0000,2000.0000,304.97,3.81
4802.0,0.3357,11.2930,0.0000,2000.0000,304.97,3.81
4803.0,0.3358,11.2900,0.0000,2000.0000,304.97,3.81
4804.0,0.3358,11.2869,0.0000,2000.0000,304.97,3.81
4805.0,0.3359,11.2839,0.0000,2000.0000,304.97,3.81
4806.0,0.3360,11.2809,0.0000,2000.0000,304.97,3.81
4807.0,0.3361,11.2778,0.0000,2000.0000,304.97,3.81
4808.0,0.3362,11.2748,0.0000,2000.0000,304.97,3.81
4809.0,0.3363,11.2718,0.0000,2000.0000,304.97,3.81
4810.0,0.3364,11.2687,0.0000,2000.0000,304.97,3.81
4811.0,0.3365,11.2657,0.0000,2000.0000,304.97,3.81
4812.0,0.3366,11.2627,0.0000,2000.0000,304.97,3.81
4813.0,0.3367,11.2596,0.0000,2000.0000,304.97,3.81
4814.0,0.3368,11.2566,0.0000,2000.0000,304.97,3.81
4815.0,0.3369,11.2536,0.0000,2000.0000,304.97,3.81
4816.0,0.3370,11.2505,0.0000,2000.0000,304.97,3.81
4817.0,0.3371,11.2475,0.0000,2000.0000,304.97,3.81
4818.0,0.3372,11.2445,0.0000,2000.0000,304.97,3.81
4819.0,0.3372,11.2415,0.0000,2000.0000,304.97,3.81
4820.0,0.3373,11.2385,0.0000,2000.0000,304.97,3.81
4821.0,0.3374,11.2354,0.0000,2000.0000,304.97,3.81
4822.0,0.3375,11.2324,0.0000,2000.0000,304.97,3.81
4823.0,0.3376,11.2294,0.0000,2000.0000,304.97,3.81
4824.0,0.3377,11.2264,0.0000,2000.0000,304.97,3.81
4825.0,0.3378,11.2233,0.0000,2000.0000,304.97,3.81
4826.0,0.3379,11.2203,0.0000,2000.0000,304.97,3.81
4827.0,0.3380,11.2173,0.0000,2000.0000,304.97,3.81
4828.0,0.3381,11.2143,0.0000,2000.0000,304.97,3.81
4829.0,0.3382,11.2113,0.0000,2000.0000,304.97,3.81
4830.0,0.3383,11.2083,0.0000,2000.0000,304.97,3.81
4831.0,0.3384,11.2053,0.0000,2000.0000,304.97,3.81
4832.0,0.3385,11.2022,0.0000,2000.0000,304.97,3.81
4833.0,0.3386,11.1992,0.0000,2000.0000,304.97,3.81
4834.0,0.3387,11.1962,0.0000,2000.0000,304.97,3.81
